text,category,source,cleaned_text
"Egwu described Wike’s attack as misplaced and uncalled for, noting that Wike’s claim to power is still fresh and temporary.",Politics & Power,https://thesun.ng/egwu-hits-back-at-wike-you-wont-produce-another-governor-after-fubara/,egwu described wikes attack misplaced uncalled noting wikes claim power still fresh temporary
"“If Wike is beating his chest as someone who produced a governor in his state, it is simply because he left office as governor less than two years ago. He is living on borrowed time as his influence will soon burn out,” Egwu said.",Politics & Power,https://thesun.ng/egwu-hits-back-at-wike-you-wont-produce-another-governor-after-fubara/,wike beating chest someone produced governor state simply left office governor less two years ago living borrowed time influence soon burn egwu said
"Egwu challenged Wike to allow the suspended governor of Rivers State, Siminalayi Fubara, to return fully to office and operate independently, “Then we will see whether he (Wike) will still be in a position to produce the next governor of his state,” he added.",Politics & Power,https://thesun.ng/egwu-hits-back-at-wike-you-wont-produce-another-governor-after-fubara/,egwu challenged wike allow suspended governor rivers state siminalayi fubara return fully office operate independently see whether wike still position produce next governor state added
"The former Ebonyi governor insisted Wike had done nothing special by installing a successor, recalling that he too installed Martin Elechi after his tenure and also influenced the emergence of Elechi’s own successor years later.",Politics & Power,https://thesun.ng/egwu-hits-back-at-wike-you-wont-produce-another-governor-after-fubara/,former ebonyi governor insisted wike done nothing special installing successor recalling installed martin elechi tenure also influenced emergence elechis successor years later
“I produced my successor in Martin Elechi. I also played a leading role in determining who succeeded Elechi. It takes influence and grassroots appeal to achieve that.,Politics & Power,https://thesun.ng/egwu-hits-back-at-wike-you-wont-produce-another-governor-after-fubara/,produced successor martin elechi also played leading role determining succeeded elechi takes influence grassroots appeal achieve
"“Wike’s boastfulness is misplaced. It is the effusions of a newcomer who thinks that everything about the system is rosy. He will begin to see clearly by the time he spends a reasonable length of time in the inclement weather of politics. For now, he can afford to bask in the glory of his new office and the powers that come with it.”",Politics & Power,https://thesun.ng/egwu-hits-back-at-wike-you-wont-produce-another-governor-after-fubara/,wikes boastfulness misplaced effusions newcomer thinks everything system rosy begin see clearly time spends reasonable length time inclement weather politics afford bask glory new office powers come
"“I invite Wike to give his successor a free hand to operate as I did. It is his insistence on taking control of the state that ignited the ongoing political crisis in his state,” he said.",Politics & Power,https://thesun.ng/egwu-hits-back-at-wike-you-wont-produce-another-governor-after-fubara/,invite wike give successor free hand operate insistence taking control state ignited ongoing political crisis state said
Governor Abdullahi Sule of Nasarawa State has debunked reports circulating on social media claiming he has declared interest to contest for the Nasarawa North Senatorial seat in the 2027 general elections.,Politics & Power,https://thesun.ng/gov-sule-debunks-2027-senate-bid-rumours-reaffirms-focus-on-governance/,governor abdullahi sule nasarawa state debunked reports circulating social media claiming declared interest contest nasarawa north senatorial seat 2027 general elections
"In a press statement signed by the Chief Press Secretary to the Governor, Ibrahim Addra, and made available to journalists on Tuesday, the government described the report as false, misleading, and lacking any form of official validation.",Politics & Power,https://thesun.ng/gov-sule-debunks-2027-senate-bid-rumours-reaffirms-focus-on-governance/,press statement signed chief press secretary governor ibrahim addra made available journalists tuesday government described report false misleading lacking form official validation
"“Our attention has been drawn to a social media publication stating that the Governor of Nasarawa State, His Excellency Engr. Abdullahi A. Sule, has declared to run for the position of Senator in 2027 elections,” the statement read.",Politics & Power,https://thesun.ng/gov-sule-debunks-2027-senate-bid-rumours-reaffirms-focus-on-governance/,attention drawn social media publication stating governor nasarawa state excellency engr abdullahi sule declared run position senator 2027 elections statement read
"“This assertion is untrue and definitely does not emanate from Governor Abdullahi Sule,” it added.",Politics & Power,https://thesun.ng/gov-sule-debunks-2027-senate-bid-rumours-reaffirms-focus-on-governance/,assertion untrue definitely emanate governor abdullahi sule added
"According to the CPS, the governor has not granted any audience to individuals or groups to confirm or sell his candidature for any political office, including the Senate.",Politics & Power,https://thesun.ng/gov-sule-debunks-2027-senate-bid-rumours-reaffirms-focus-on-governance/,according cps governor granted audience individuals groups confirm sell candidature political office including senate
"“For the avoidance of doubt, Engr. Sule has never invited anyone to confirm that he is running or to sell his candidature for Senate or any other office for that matter,” Addra clarified.",Politics & Power,https://thesun.ng/gov-sule-debunks-2027-senate-bid-rumours-reaffirms-focus-on-governance/,avoidance doubt engr sule never invited anyone confirm running sell candidature senate office matter addra clarified
"He acknowledged that the governor had received appeals from various individuals and groups to join the senatorial race in 2027, particularly for the Nasarawa North Senatorial District, but stated that Governor Sule had consistently declined.",Politics & Power,https://thesun.ng/gov-sule-debunks-2027-senate-bid-rumours-reaffirms-focus-on-governance/,acknowledged governor received appeals various individuals groups join senatorial race 2027 particularly nasarawa north senatorial district stated governor sule consistently declined
"“In all of the instances, Governor Sule politely but firmly declined such calls, maintaining that his attention remains focused on delivering on his covenant with the people of Nasarawa State as their democratically elected governor,” the statement emphasized.",Politics & Power,https://thesun.ng/gov-sule-debunks-2027-senate-bid-rumours-reaffirms-focus-on-governance/,instances governor sule politely firmly declined calls maintaining attention remains focused delivering covenant people nasarawa state democratically elected governor statement emphasized
"Reaffirming his commitment to governance, the statement noted, “Governor Sule remains resolute and committed to his promise of leaving Nasarawa better than he met it.”",Politics & Power,https://thesun.ng/gov-sule-debunks-2027-senate-bid-rumours-reaffirms-focus-on-governance/,reaffirming commitment governance statement noted governor sule remains resolute committed promise leaving nasarawa better met
"While appreciating the love and endorsements from friends, political associates, and supporters, the governor reiterated that he had not confirmed interest in any future political office.",Politics & Power,https://thesun.ng/gov-sule-debunks-2027-senate-bid-rumours-reaffirms-focus-on-governance/,appreciating love endorsements friends political associates supporters governor reiterated confirmed interest future political office
"“It is worth restating that he has never confirmed to anyone that he is running for any office,” the statement said.",Politics & Power,https://thesun.ng/gov-sule-debunks-2027-senate-bid-rumours-reaffirms-focus-on-governance/,worth restating never confirmed anyone running office statement said
The governor further urged his supporters and the people of Nasarawa to continue supporting his administration as it works toward fulfilling its development agenda.,Politics & Power,https://thesun.ng/gov-sule-debunks-2027-senate-bid-rumours-reaffirms-focus-on-governance/,governor urged supporters people nasarawa continue supporting administration works toward fulfilling development agenda
"“Governor Sule is grateful for the support he enjoys from the citizens of the state. It is pertinent however, to advise his teeming supporters to please assist the governor in delivering on his mandate at this moment,” Addra stated.",Politics & Power,https://thesun.ng/gov-sule-debunks-2027-senate-bid-rumours-reaffirms-focus-on-governance/,governor sule grateful support enjoys citizens state pertinent however advise teeming supporters please assist governor delivering mandate moment addra stated
"He concluded the statement by invoking blessings for the state and the nation, saying, “May God bless our dear Nasarawa State and Nigeria in general.”",Politics & Power,https://thesun.ng/gov-sule-debunks-2027-senate-bid-rumours-reaffirms-focus-on-governance/,concluded statement invoking blessings state nation saying may god bless dear nasarawa state nigeria general
"The clarification comes amid growing speculations about the future political moves of Governor Sule as he enters the final years of his second term in office and the recent statement mad by Alhaji Suleiman Musa Nagogo, Director-General, Nasarawa State Bureau for Pension Administration, while speaking to All Progressives Congress (APC) stakeholders in Wamba on Monday.",Politics & Power,https://thesun.ng/gov-sule-debunks-2027-senate-bid-rumours-reaffirms-focus-on-governance/,clarification comes amid growing speculations future political moves governor sule enters final years second term office recent statement mad alhaji suleiman musa nagogo directorgeneral nasarawa state bureau pension administration speaking progressives congress apc stakeholders wamba monday
"According to the DG Pension Bureau, he has been communicated by the Governor on his intention to run for the Senate seat come 2027.",Politics & Power,https://thesun.ng/gov-sule-debunks-2027-senate-bid-rumours-reaffirms-focus-on-governance/,according dg pension bureau communicated governor intention run senate seat come 2027
"“I have been in Wamba this Monday morning with a crystal clear message from His Excellency, the Executive Governor of Nasarawa State, Engineer Abdullahi A.  Sule, to simply introduce a very important subject matter to the people of my own home, Wamba Local Government Area.",Politics & Power,https://thesun.ng/gov-sule-debunks-2027-senate-bid-rumours-reaffirms-focus-on-governance/,wamba monday morning crystal clear message excellency executive governor nasarawa state engineer abdullahi sule simply introduce important subject matter people home wamba local government area
"“That important message is to inform them that he is desirous of contesting for the office of Senator of the Federal Republic come 2027,” he stated.",Politics & Power,https://thesun.ng/gov-sule-debunks-2027-senate-bid-rumours-reaffirms-focus-on-governance/,important message inform desirous contesting office senator federal republic come 2027 stated
"As the Peoples Democratic Party PDP, prepares for its Zonal election to be held in Jos capital of Plateau state, indications have emerged that the ruling APC has already perfected a move to hijack the process next week.",Politics & Power,https://thesun.ng/pdp-zonal-elections-group-alleges-apc-plan-to-hijack-process/,peoples democratic party pdp prepares zonal election held jos capital plateau state indications emerged ruling apc already perfected move hijack process next week
"The Secretary-General of North Central Unity Forum For Good Governance Initiative, Mr. Muhammad K.B Nma, has lamented an alleged plot by Senator Phillip Aduda to hijack the structures of the People’s Democratic Party in the North Central for the All Progressives Congress.Aduda, it could be recalled, has been in a political romance with the FCT Minister Barrister Nyesom Wike since he lost the FCT senatorial seat to the Labour Party candidate Ireti Kingibe.",Politics & Power,https://thesun.ng/pdp-zonal-elections-group-alleges-apc-plan-to-hijack-process/,secretarygeneral north central unity forum good governance initiative mr muhammad kb nma lamented alleged plot senator phillip aduda hijack structures peoples democratic party north central progressives congressaduda could recalled political romance fct minister barrister nyesom wike since lost fct senatorial seat labour party candidate ireti kingibe
"In a statement made available to newsmen, over the weekend, the group alleged that these are indeed not the best of times for the Peoples Democratic Party (PDP) in Nigeria, as they are faced with unprecedented challenges, both internally and externally.",Politics & Power,https://thesun.ng/pdp-zonal-elections-group-alleges-apc-plan-to-hijack-process/,statement made available newsmen weekend group alleged indeed best times peoples democratic party pdp nigeria faced unprecedented challenges internally externally
"The statement reads” The current leadership crises, including the contentious national secretary disputes, have undermined the party’s stability and raised questions about its future in Nigeria as an opposition party as parties move towards 2027 general elections.",Politics & Power,https://thesun.ng/pdp-zonal-elections-group-alleges-apc-plan-to-hijack-process/,statement reads current leadership crises including contentious national secretary disputes undermined partys stability raised questions future nigeria opposition party parties move towards 2027 general elections
"“As the party approaches the North Central Zonal Congress, scheduled for May 24, 2025, in Jos, Plateau State, allegations of manipulation and power plays have come to the fore, dominating discussions amongst PDP members, particularly in the North Central Zone.",Politics & Power,https://thesun.ng/pdp-zonal-elections-group-alleges-apc-plan-to-hijack-process/,party approaches north central zonal congress scheduled may 24 2025 jos plateau state allegations manipulation power plays come fore dominating discussions amongst pdp members particularly north central zone
"“At the center of these allegations, is Senator Phillip Aduda, whose rumored defection to the ruling All Progressives Congress (APC) has sparked widespread concern among PDP members in the FCT and the entire North Central Zone.",Politics & Power,https://thesun.ng/pdp-zonal-elections-group-alleges-apc-plan-to-hijack-process/,center allegations senator phillip aduda whose rumored defection ruling progressives congress apc sparked widespread concern among pdp members fct entire north central zone
"Additionally, a party Chieftain, in the FCT who spoke in anonymity, to the Sun, stated that Aduda is allegedly working together, leveraging his connections with the FCT Minister to pressure party members into adopting his preferred candidate, Abdulrahman Ibrahim, who before now was planted as the PDP national auditor as the North Central Zonal Chairman of the PDP to gain control of the Party for the APC even after he has left.",Politics & Power,https://thesun.ng/pdp-zonal-elections-group-alleges-apc-plan-to-hijack-process/,additionally party chieftain fct spoke anonymity sun stated aduda allegedly working together leveraging connections fct minister pressure party members adopting preferred candidate abdulrahman ibrahim planted pdp national auditor north central zonal chairman pdp gain control party apc even left
"“This move is seen as part of a larger strategy by Aduda and the FCT Minister, to hijack the party’s structures in the North Central zone, which is a stronghold of the PDP at the moment in Nigeria.“The significance of the North Central zone to the PDP cannot be overstated; this is because It is the birthplace of the party and the region from which its first national chairman and founder, the late Solomon Lar”.",Politics & Power,https://thesun.ng/pdp-zonal-elections-group-alleges-apc-plan-to-hijack-process/,move seen part larger strategy aduda fct minister hijack partys structures north central zone stronghold pdp moment nigeriathe significance north central zone pdp cannot overstated birthplace party region first national chairman founder late solomon lar
"Significantly, the party’s strength in this zone is crucial to its national appeal and electoral success and If Aduda and those behind him succeed in their alleged plot, it could spell disaster for the PDP, potentially weakening its position in the region and beyond, says Dr. Isaac Nwa oye another Chieftain the party from the South East, mentioned.",Politics & Power,https://thesun.ng/pdp-zonal-elections-group-alleges-apc-plan-to-hijack-process/,significantly partys strength zone crucial national appeal electoral success aduda behind succeed alleged plot could spell disaster pdp potentially weakening position region beyond says dr isaac nwa oye another chieftain party south east mentioned
"Nwaoye, further emphasis on the recent picture of Aduda’s Candidate, Abdulraham Ibrahim with the FCT Minister, coupled with alleged financial inducements for delegates ahead of the Zonal Congress, adds another layer of concern to the already tense situation within the PDP If true, this would suggest a deliberate attempt to influence the outcome of the congress through unwholesome means.",Politics & Power,https://thesun.ng/pdp-zonal-elections-group-alleges-apc-plan-to-hijack-process/,nwaoye emphasis recent picture adudas candidate abdulraham ibrahim fct minister coupled alleged financial inducements delegates ahead zonal congress adds another layer concern already tense situation within pdp true would suggest deliberate attempt influence outcome congress unwholesome means
"“Such allegations, if proven, could further erode confidence in the party’s internal processes and potentially lead to more divisions. The PDP leadership may need to address these concerns promptly to restore faith in the party’s ability to conduct free and fair internal elections”.",Politics & Power,https://thesun.ng/pdp-zonal-elections-group-alleges-apc-plan-to-hijack-process/,allegations proven could erode confidence partys internal processes potentially lead divisions pdp leadership may need address concerns promptly restore faith partys ability conduct free fair internal elections
"Former party BOT member, who wishes to remain anonymous, said, “Perhaps, the silence of PDP leaders in the North Central region on this issue is so loud that its cumbersome echoes could be heard from a distance, hence the need for them to speak with one voice of unison towards the stability of the party.",Politics & Power,https://thesun.ng/pdp-zonal-elections-group-alleges-apc-plan-to-hijack-process/,former party bot member wishes remain anonymous said perhaps silence pdp leaders north central region issue loud cumbersome echoes could heard distance hence need speak one voice unison towards stability party
"As the party’s fate hangs in the balance, Nigerians and political pundits are anxiously watching the developments, expressing fears, that the country could be drifting towards a one-party system, with potentially dire consequences for the country’s democracy.",Politics & Power,https://thesun.ng/pdp-zonal-elections-group-alleges-apc-plan-to-hijack-process/,partys fate hangs balance nigerians political pundits anxiously watching developments expressing fears country could drifting towards oneparty system potentially dire consequences countrys democracy
"With few days left, the outcome of the North Central Zonal Congress will be pivotal, determining whether the PDP can restore faith and hope in its leadership or succumb to internal squabbles and external manipulation to bury itself.To emerge from this crisis, the PDP must demonstrate its ability to navigate these challenges effectively and this requires strong leadership, transparent decision-making processes, and a renewed commitment to the party’s founding principles.Only then can the PDP hope to regain stability, starting from the North Central, to provide effective opposition, and reclaim its position as a viable political force in Nigeria.",Politics & Power,https://thesun.ng/pdp-zonal-elections-group-alleges-apc-plan-to-hijack-process/,days left outcome north central zonal congress pivotal determining whether pdp restore faith hope leadership succumb internal squabbles external manipulation bury itselfto emerge crisis pdp must demonstrate ability navigate challenges effectively requires strong leadership transparent decisionmaking processes renewed commitment partys founding principlesonly pdp hope regain stability starting north central provide effective opposition reclaim position viable political force nigeria
"Renowned human rights lawyer and Senior Advocate of Nigeria, Femi Falana, has called the proposed bill to make voting mandatory in Nigeria unconstitutional.",Politics & Power,https://thesun.ng/why-compulsory-voting-bill-is-unconstitutional-falana/,renowned human rights lawyer senior advocate nigeria femi falana called proposed bill make voting mandatory nigeria unconstitutional
"Daily Sun reported that the proposed legislation sponsored by the Speaker, Tajudeen Abbas, and Daniel Agopassed second reading in the House of Representatives.",Politics & Power,https://thesun.ng/why-compulsory-voting-bill-is-unconstitutional-falana/,daily sun reported proposed legislation sponsored speaker tajudeen abbas daniel agopassed second reading house representatives
"Ago, while speaking during last Thursday’s plenary, argued that the bill aims to curb voter apathy and reduce vote-buying.",Politics & Power,https://thesun.ng/why-compulsory-voting-bill-is-unconstitutional-falana/,ago speaking last thursdays plenary argued bill aims curb voter apathy reduce votebuying
"But expressing opposition to the bill in a statement issued on Monday titled ‘Compulsory Voting is Not Enough’, Falana said it is “unconstitutional” and “impractical” under the current legal framework.",Politics & Power,https://thesun.ng/why-compulsory-voting-bill-is-unconstitutional-falana/,expressing opposition bill statement issued monday titled compulsory voting enough falana said unconstitutional impractical current legal framework
"“The Speaker of the House of Representatives probably wants Nigeria to join Egypt, the only African country out of 23 globally with provisions for compulsory voting.",Politics & Power,https://thesun.ng/why-compulsory-voting-bill-is-unconstitutional-falana/,speaker house representatives probably wants nigeria join egypt african country 23 globally provisions compulsory voting
"“The said constitutional provisions protect the fundamental rights of the Nigerian people to privacy, freedom of thought and conscience, as well as the freedom to register and vote in national and state elections conducted in Nigeria.",Politics & Power,https://thesun.ng/why-compulsory-voting-bill-is-unconstitutional-falana/,said constitutional provisions protect fundamental rights nigerian people privacy freedom thought conscience well freedom register vote national state elections conducted nigeria
"“However, it is doubtful whether the Speaker and his colleagues have paid sufficient attention to the relevant provisions of the Constitution.",Politics & Power,https://thesun.ng/why-compulsory-voting-bill-is-unconstitutional-falana/,however doubtful whether speaker colleagues paid sufficient attention relevant provisions constitution
"“Otherwise, they would have realised that the compulsory voting is constitutionally invalid in every material particular on the ground that it is inconsistent with Sections 37, 38, 77(2), 135(5) and 178(5) of the Constitution,” he shared.",Politics & Power,https://thesun.ng/why-compulsory-voting-bill-is-unconstitutional-falana/,otherwise would realised compulsory voting constitutionally invalid every material particular ground inconsistent sections 37 38 772 1355 1785 constitution shared
"“Compulsory voting cannot be legalised in vacuo. Apart from the possibility that it may be declared illegal under the current political dispensation, it is practically impossible to prosecute millions of Nigerians who may decide to boycott national and local elections that have been reduced to the periodic renewal of misgovernance, corruption, and abuse of power by pampered members of the political class.",Politics & Power,https://thesun.ng/why-compulsory-voting-bill-is-unconstitutional-falana/,compulsory voting cannot legalised vacuo apart possibility may declared illegal current political dispensation practically impossible prosecute millions nigerians may decide boycott national local elections reduced periodic renewal misgovernance corruption abuse power pampered members political class
"“Since Section 14(2) of the Constitution provides for popular participation in the democratic process, compulsory voting may only be justified if Chapter II thereof is made justiciable.",Politics & Power,https://thesun.ng/why-compulsory-voting-bill-is-unconstitutional-falana/,since section 142 constitution provides popular participation democratic process compulsory voting may justified chapter ii thereof made justiciable
"“Nigerian courts have never considered Section 224, which states that ‘the programme, as well as the aims and objects of a political party, shall conform with the provisions of Chapter II of this Constitution,’” Falana added.",Politics & Power,https://thesun.ng/why-compulsory-voting-bill-is-unconstitutional-falana/,nigerian courts never considered section 224 states programme well aims objects political party shall conform provisions chapter ii constitution falana added
"The Ebedi Frontliners, Iseyin (E.F.I), has called on Oyo State government to make the Aseyin of Iseyin, Oba Sefiu Olawale Oyebola Adeyeri a Co-Chairman in the ongoing amendment bill before the State’s House of Assembly.",Politics & Power,https://thesun.ng/iseyin-supports-democratization-of-chieftaincy-law-seeks-co-chairmanship-role-for-aseyin/,ebedi frontliners iseyin efi called oyo state government make aseyin iseyin oba sefiu olawale oyebola adeyeri cochairman ongoing amendment bill states house assembly
"The group also lauded the State administration under Governor Seyi Makinde for what it called the democratization of the State’s Chieftaincy Laws, saying the legislative exercise will give more roles to the traditional rulers.",Politics & Power,https://thesun.ng/iseyin-supports-democratization-of-chieftaincy-law-seeks-co-chairmanship-role-for-aseyin/,group also lauded state administration governor seyi makinde called democratization states chieftaincy laws saying legislative exercise give roles traditional rulers
"In a statement signed and made available to reporters by the Public Relations Officer (P.R.O) of E.F.I, Alhaji Segun Fasasi on Monday, the group stated that the bill in question listed the Alaafin as the Chairman of the State’s traditional council while Olubadan and Soun of Ogbomoso are Co-Chairmen.",Politics & Power,https://thesun.ng/iseyin-supports-democratization-of-chieftaincy-law-seeks-co-chairmanship-role-for-aseyin/,statement signed made available reporters public relations officer pro efi alhaji segun fasasi monday group stated bill question listed alaafin chairman states traditional council olubadan soun ogbomoso cochairmen
"The y pointed out the fact that Alaafin is representing the interests of four local government areas in Oyo town, Soun of Ogbomoso represents the interests of five local government areas while Olubadan represents the interests of eleven local government areas, leaving Oke-Ogun area with ten local government areas with no Co-Chairmanship candidate.",Politics & Power,https://thesun.ng/iseyin-supports-democratization-of-chieftaincy-law-seeks-co-chairmanship-role-for-aseyin/,pointed fact alaafin representing interests four local government areas oyo town soun ogbomoso represents interests five local government areas olubadan represents interests eleven local government areas leaving okeogun area ten local government areas cochairmanship candidate
"The statement reads: “We have followed the process of the amendment of The Council of Obas and Chiefs Law, Cap.37, Laws of Oyo State and have realized that the proposed amendment that has reached a second reading in the floors of Oyo State House of Assembly is seeking to democratize the Chieftaincy Laws and give more impetus to the developmental efforts of traditional rulers in the State.",Politics & Power,https://thesun.ng/iseyin-supports-democratization-of-chieftaincy-law-seeks-co-chairmanship-role-for-aseyin/,statement reads followed process amendment council obas chiefs law cap37 laws oyo state realized proposed amendment reached second reading floors oyo state house assembly seeking democratize chieftaincy laws give impetus developmental efforts traditional rulers state
"“We thus want to call the attention of Governor Seyi Makinde, the Speaker, Rt. Hon. ‘Debo Ogundoyin and other stakeholders involved in this historic journey, to think about the ten local government areas in Oke-Ogun, with over thirty-five beaded crowns, to be considered for representation in the Co-Chairmanship role, while Aseyin of Iseyin will be considered as the third Co-Chairman due to his long historical experience,” they prayed.",Politics & Power,https://thesun.ng/iseyin-supports-democratization-of-chieftaincy-law-seeks-co-chairmanship-role-for-aseyin/,thus want call attention governor seyi makinde speaker rt hon debo ogundoyin stakeholders involved historic journey think ten local government areas okeogun thirtyfive beaded crowns considered representation cochairmanship role aseyin iseyin considered third cochairman due long historical experience prayed
"The Council of Obas and Chiefs Law, Cap. 37, Laws of Oyo State, 2000, initially placed the Alaafin of Oyo as the permanent chairman, giving him the authority to convene and preside over meetings, while directing council affairs before it was amended.",Politics & Power,https://thesun.ng/iseyin-supports-democratization-of-chieftaincy-law-seeks-co-chairmanship-role-for-aseyin/,council obas chiefs law cap 37 laws oyo state 2000 initially placed alaafin oyo permanent chairman giving authority convene preside meetings directing council affairs amended
"The Independent National Electoral Commission has announced Chief George Moghalu as the Labour Party’s governorship candidate for the November 8, 2025, Anambra State election, effectively confirming Julius Abure’s leadership as the acknowledged LP National Chairman.",Politics & Power,https://thesun.ng/lp-crisis-inec-publishes-abure-factions-nominee-for-anambra-guber-poll/,independent national electoral commission announced chief george moghalu labour partys governorship candidate november 8 2025 anambra state election effectively confirming julius abures leadership acknowledged lp national chairman
"Moghalu, who came from the Abure-led group, won 573 votes to overcome his lone challenger, John Nwosu, who received 19 votes during the party’s primary on April 5 at the Finotel Hotel in Awka.",Politics & Power,https://thesun.ng/lp-crisis-inec-publishes-abure-factions-nominee-for-anambra-guber-poll/,moghalu came abureled group 573 votes overcome lone challenger john nwosu received 19 votes partys primary april 5 finotel hotel awka
"The procedure, which was overseen by INEC officials and election monitors, counted 649 delegates, with 601 accredited, 592 valid votes, and five invalid ballots.",Politics & Power,https://thesun.ng/lp-crisis-inec-publishes-abure-factions-nominee-for-anambra-guber-poll/,procedure overseen inec officials election monitors counted 649 delegates 601 accredited 592 valid votes five invalid ballots
"The LP, in a congratulatory tweet on its official X (previously Twitter) page on Monday, celebrated Moghalu’s emergence by saying:",Politics & Power,https://thesun.ng/lp-crisis-inec-publishes-abure-factions-nominee-for-anambra-guber-poll/,lp congratulatory tweet official x previously twitter page monday celebrated moghalus emergence saying
“Heartfelt congratulations to Chief Dr. George Moghalu on this historic victory! May your leadership and vision propel Anambra State to new heights. Congratulations also to the good people of Anambra State on this development!,Politics & Power,https://thesun.ng/lp-crisis-inec-publishes-abure-factions-nominee-for-anambra-guber-poll/,heartfelt congratulations chief dr george moghalu historic victory may leadership vision propel anambra state new heights congratulations also good people anambra state development
"“Kudos to Barr Julius Abure and his entire team for this victory. The Labour Party is marching forward with strength and determination. EluPee forward ever, backward never!”",Politics & Power,https://thesun.ng/lp-crisis-inec-publishes-abure-factions-nominee-for-anambra-guber-poll/,kudos barr julius abure entire team victory labour party marching forward strength determination elupee forward ever backward never
"However, the primary’s outcome deepened an already festering crisis in the party.",Politics & Power,https://thesun.ng/lp-crisis-inec-publishes-abure-factions-nominee-for-anambra-guber-poll/,however primarys outcome deepened already festering crisis party
"Former Governor of Rivers State, Chibuike Rotimi Amaechi, last week, provoked a fresh political debate when he took a strong swipe at the tepidity of the Nigerian Governors’ Forum (NGF) in the current All Progressives Congress (APC)-led Federal Government, declaring that the governors lack the courage to challenge the anomalies going on in the land.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/,former governor rivers state chibuike rotimi amaechi last week provoked fresh political debate took strong swipe tepidity nigerian governors forum ngf current progressives congress apcled federal government declaring governors lack courage challenge anomalies going land
"He lampooned their lack of ferocious radicalism, particularly in putting pressure on the president to stampede him into tackling the myriad of economic and socio-political challenges confronting the country.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/,lampooned lack ferocious radicalism particularly putting pressure president stampede tackling myriad economic sociopolitical challenges confronting country
"Amaechi, a two-time chairman of NGF, claimed that the governors have completely lost their previous brand identity, the fear factors they were known for.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/,amaechi twotime chairman ngf claimed governors completely lost previous brand identity fear factors known
"He spoke at the book launch of former Jigawa State Governor, Alhaji Sule Lamido. The book, titled “Being True to Myself,” was publicly unveiled in Abuja, where former President Olusegun Obasanjo served as the Special Guest of Honour.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/,spoke book launch former jigawa state governor alhaji sule lamido book titled true publicly unveiled abuja former president olusegun obasanjo served special guest honour
"The former Rivers State Governor said, “I asked you (Sule Lamido) this morning, what is going on currently in the country, in Nigerian politics; would it have happened when we were governors? You said no. And the answer is no. We would have confronted the government, confronted the president. That is how radical you were. That is how our Governors Forum operated, that is how determined we were to change things,” Amaechi noted.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/,former rivers state governor said asked sule lamido morning going currently country nigerian politics would happened governors said answer would confronted government confronted president radical governors forum operated determined change things amaechi noted
"In reality, the former Minister of Transportation may have spoken the minds of many Nigerians on what has, individually and collectively, become of the once boisterous, ebulliently authoritative NGF, and their previously larger-than-life posture, before the advent of the APC-led federal government in 2015.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/,reality former minister transportation may spoken minds many nigerians individually collectively become boisterous ebulliently authoritative ngf previously largerthanlife posture advent apcled federal government 2015
"Before 2015, Nigerian governors were like the oracle, whose input and standpoint decided the trajectory and direction of many economic and socio-political issues. They must be consulted on how the constitution should be amended, on how the decisions concerning the economy must be taken, and more importantly critical issues of security challenges.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/,2015 nigerian governors like oracle whose input standpoint decided trajectory direction many economic sociopolitical issues must consulted constitution amended decisions concerning economy must taken importantly critical issues security challenges
The fear of the governors was the beginning of wisdom for every incumbent President who wanted to survive and have a successful and peaceful reign. They were the pressure group that held the presidency by the jugular.,Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/,fear governors beginning wisdom every incumbent president wanted survive successful peaceful reign pressure group held presidency jugular
"With the resources and political influence as instruments at their disposal, once they are on the side of any incumbent President, no evil weapon fashioned against such a President would prosper, analysts say.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/,resources political influence instruments disposal side incumbent president evil weapon fashioned president would prosper analysts say
"Daily Sun recalls that they were that commanding force that initially supported the actualisation of third term agenda because it would favour them too and later moved against it to the point of deploying resources, which finally contributed to the crumbling of the agenda like pack of cards.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/,daily sun recalls commanding force initially supported actualisation third term agenda would favour later moved point deploying resources finally contributed crumbling agenda like pack cards
"In retrospect, their ubiquitous influence made them that fearful to the point that even when the forum was factionalised, it still remained the potent instrument that passed “a death sentence” on the continuation of then President Goodluck Jonathan in office. That was how potent their domineering influences could be.",Politics & Power,https://thesun.ng/ngf-president-tinubu-and-politics-of-confrontation/,retrospect ubiquitous influence made fearful point even forum factionalised still remained potent instrument passed death sentence continuation president goodluck jonathan office potent domineering influences could
