,paragraph,category,source
735,"One minute, it’s the sound of music and champagne popping, and the next, a long louder hiss of discontentment and list of reasons of irreconcilable differences. So, why did the marriages of many wives last forever in the days of yore and our monogamous ones only last a few moons? Don’t tell me you have never wondered why marriages of the last 50 years or so fail so quickly? I know it bothers you too. It’s like today’s couples only look forward to the ceremonies, the number of times they change from one outfit to another, the photo shoots (what does that one even mean?) and the entrance dance that is neither solemn nor elegant. Millions of naira and plenty of wasted plates of food later, the couple starts eyeing the exit.",Columns,https://thesun.ng/women-who-shared-their-men-2/
736,"Yet, our grandmothers did it. They managed to love and share their husbands. They covered the nakedness of their husbands, raised their six or 10 children and stayed in their homes till their dying breath. Did they not pass on the genes of polygamy to us, their daughters? Why do their sons want more than one woman and we girls have no coping skills for multi-women relationships? The boys inherited all that philandering and women-acquiring genes, without the skills, yes, but we girls just have no bed-sharing bones in our bodies. Maybe there’s nothing ‘genetic’ about polygamy. Maybe it’s just an acquired taste. And we have refused to acquire it. Don’t laugh, it’s not an easy taste to acquire.",Columns,https://thesun.ng/women-who-shared-their-men-2/
737,"Take the case of Grandmother Ibidun. Her granddaughter shared her story. She married into a royal family and as a prince, her husband was entitled to many wives. The old man loved the wife of his youth and did not want another but his mother insisted with every clout she had. She pressured his son and harassed her daughter-in-law. She called Grandma Ibidun all kinds of names, accused her of witchcraft. Grandma Ibidun decided to take the bull by the horns, threatened to return to her father’s house if prince did not take another wife. Long story shortened, a new wife arrived. But prince refused to ‘lift her wrapper’ for weeks. Of course, Grandma Ibidun noticed her husband’s reluctance to perform his conjugal duties and promptly renewed her threat.",Columns,https://thesun.ng/women-who-shared-their-men-2/
738,"‘You cannot sleep with me if you won’t sleep with her.’ Eh eh eh, I can imagine my modern sisters clapping that cynic clap and making faces. I feel you girls, but not Grandma Ibidun. She led her husband to the new wife’s chamber and waited until she was sure her husband had commenced commissioning his new bride before retiring to her own chambers. Now, that is beyond what I can call tolerance. Is she accommodating, patient, confident, nice or what? Those women of old were made from a mould that has since been dismantled. Which one of us will lead her husband to the waiting arms of another woman? I can hear all of you muttering ‘God forbid’, ‘I jump am pass’, ‘For where’ , even as you read this.",Columns,https://thesun.ng/women-who-shared-their-men-2/
739,"Grandma Medina’s story is even weirder by today’s standards. She actually paid the bride price of the new wife. Here’s what happened. Her husband had proposed to a young woman but could not come through with the bride price and all those things his new in-laws demanded. One month became two and then six. The prospective in-laws became impatient and the bride-in-waiting got tired of waiting. Indeed, she started ‘listening to other suitors, richer suitors. Words filtered into the ears of Grandma Medina. Farmers with bigger farms were eyeing the woman meant for her husband. W-h-a-t! Such affront. What would people say, that she was married to a poor man who could not afford the bride price of a second wife?The whole community would start looking down on her husband, her family. She must have imagined the colourful rumours.",Columns,https://thesun.ng/women-who-shared-their-men-2/
740,"‘Is that not Raheem, the one who couldn’t pay the bride price of Baba Imam’s daughter?’",Columns,https://thesun.ng/women-who-shared-their-men-2/
741,‘I wonder why he started what he couldn’t finish.’,Columns,https://thesun.ng/women-who-shared-their-men-2/
742,‘I heard he could not even feed the wife in his house.’,Columns,https://thesun.ng/women-who-shared-their-men-2/
743,"‘So, I heard too. Poor Raheem. I hope a rich man won’t eventually take his wife from him.’",Columns,https://thesun.ng/women-who-shared-their-men-2/
744,"To save her husband’s reputation and her own pride, Grandma Medina woke her husband up one night, handed over her savings to him so he could bring home a new wife.’",Columns,https://thesun.ng/women-who-shared-their-men-2/
745,"Is somebody’s jaw on the floor? Go on, pick it up. Even yours sincerely who prides herself as a woman with no single jealous bone in her body won’t use her money to bring home a rival. No, thank you. Or is there anyone who knows any woman born in the last 40 years who would fund the engagement/ traditional wedding list of her husband’s bride-to-be?",Columns,https://thesun.ng/women-who-shared-their-men-2/
746,"Grandma Shodiya was the eldest wife of her husband’s three wives. Baba Shodiya was a good-looking man who was proudly conscious of his good looks and took full advantage of it. He was the quintessential man-about-town of his time. But he was all looks, little money. Well, you know some women since creation have always fallen for the fine-face-smooth-tongued men. So it was for the Shodiya women. The two younger wives only discovered that their husband was nowhere nearly as rich as he professed when he was courting them. The industrious eldest wife was the real financial backbone of the family, not Daddy-fine-boy. And she indulged him all the days of his life. So the other two wives would not disgrace their husband, she would buy fabrics for the three of them and give Pa Shodiya to give the three of them. When the other two wives threatened to tear papa’s agbada for not providing food for their children, Grandma Shodiya would call her husband aside, give him money and he would come out of his chambers like a big boy and shame his nagging wives with money. Mama’s money.",Columns,https://thesun.ng/women-who-shared-their-men-2/
747,"Today’s wives, how many of you are covering your husband’s nakedness? And for how long have you done so and how long more are you willing to go to prevent his excesses from shaming him? For our forebears, their devotion to their marriages were legendary, complete with hard-to-believe tales of sacrifice and determination. Once they got married, they simply gave it their all, even in polygamy.",Columns,https://thesun.ng/women-who-shared-their-men-2/
748,"While I’m not preaching polygamy, not that I have to, I think we all need to do better with this marriage institution. I don’t think those who do not believe in the long haul should bother us with the wedding invitation cards and the fanfare. Weddings do not make marriages. All the instances cited here actually happened. Those old women who lived in and with polygamy made it work. Can today’s women at least try to behave like we really are descendants of our grandmothers?",Columns,https://thesun.ng/women-who-shared-their-men-2/
749,"Letme begin this article by registering my displeasure with the Joint Admission and Matriculation Board (JAMB) for breaching candidates ‘rights to know, and my preparedness to coordinate class action on behalf of the underage candidates (so-called) and their families. These are candidates who were made to sit for the JAMB-organised UTME but had their results withheld for no other reason other than being profiled as ‘underage’. The affected candidates and parents deserve better.",Columns,https://thesun.ng/agony-of-uncertainty-why-jambs-malicious-withholding-of-results-must-end/
750,"For the records, JAMB charged and accepted N7,200 as exam registration fees from these so-called underage candidates numbering 40, 247. In other words, JAMB knew they were underage and went ahead and obtained under false pretences a total sum of N289,778,400 from these unsuspecting candidates because at no time before the contract of registration was consummated did JAMB fully disclose that the results of the underage candidates would be withheld. What else is fraud under Section 419 of the Criminal Code Act in Nigeria?",Columns,https://thesun.ng/agony-of-uncertainty-why-jambs-malicious-withholding-of-results-must-end/
751,"JAMB knowingly subjected these candidates to the rigours of preparing for the UTME exam, making some go to the examination centre as early as 6 am to sit for the exam, knowing it has no intention of delivering or publishing their results, which is the sole intent of preparing and sitting for the exam. Due to JAMB’s untidy arrangements, some of these teens went missing and their lives were lost in road accidents, yet JAMB, at the last hour and without notice, withheld their UTME results. JAMB is being clever by half and cannot get away with this broad day heist without consequences. Legally and morally, JAMB owes a duty, responsibility and obligation to release the results without prejudice because the candidates who sat for the exams are entitled to know their performance. Otherwise, JAMB will be held accountable for improper, reprehensible and unconscionable conduct.",Columns,https://thesun.ng/agony-of-uncertainty-why-jambs-malicious-withholding-of-results-must-end/
752,"Except JAMB does the right thing and does so immediately, we will look forward to meeting them in court on behalf of the over 40,247 candidates. I believe the court will see reason to deprecate the Board’s conduct.The reason we urge for an independent judiciary in a democracy is to check legislative impunity, and executive recklessness, and for the judiciary to remain the last hope of the common man. We will exploit all constitutional rights in pursuit of this cause.",Columns,https://thesun.ng/agony-of-uncertainty-why-jambs-malicious-withholding-of-results-must-end/
753,"On the above premise, my interest in this matter is to advocate for the voiceless teens who are not just anguished and traumatised by JAMB’s highhanded approach, unjust profiling and unwarranted victimisation but face a future laden with agony of uncertainty. The crocodile tears of JAMB Registrar whose incompetence caused a child to commit suicide is not adequate to compensate for the lost life. He should resign his position along with the Minister of Education. If you are reading this opinion and you are an aggrieved parent or know anyone whose child is a victim of JAMB aggression, kindly get in touch with me. We will win for these kids if we band together like a team. JAMB’s orthodoxy can be successfully challenged. We can make the Board behave well.With a coordinated effort, we can protect these unfortunate victims and save the future. Enough is enough!",Columns,https://thesun.ng/agony-of-uncertainty-why-jambs-malicious-withholding-of-results-must-end/
754,"Recall that in 1978, the Federal Government of Nigeria established the Joint Admissions and Matriculation Board (JAMB), an entrance examination board that conducts entrance examinations for prospective students seeking admission into Nigerian universities, polytechnics, and colleges of education. The aim was to reduce the chaos and confusion associated with multiple entrance examinations conducted by individual institutions. In other words, JAMB was established to streamline the admission process, ensure merit and standards into tertiary institutions education in Nigeria.",Columns,https://thesun.ng/agony-of-uncertainty-why-jambs-malicious-withholding-of-results-must-end/
755,"While JAMB has played a significant role in shaping the Nigerian education system, there are arguments that the board’s usefulness may be waning due to various challenges, inefficiencies and controversies, including allegations of examination malpractices, technical glitches, and result discrepancies. The 2025 UTME and the multitude of complaints exposed JAMB’s incompetence and too many flaws. While the Nigerian education system is evolving, the exam body has shown a lack of adaptability, thus prompting some to argue that JAMB’s role may need to be redefined to accommodate new trends and innovations in education.",Columns,https://thesun.ng/agony-of-uncertainty-why-jambs-malicious-withholding-of-results-must-end/
756,"JAMB’s recent decision to withhold the results of thousands of candidates, citing underage and scoring below the threshold, has sparked widespread outrage and condemnation. This action is not only unjust but also inhumane, leaving many innocent children traumatised and in anguish. As an examining body, JAMB has a responsibility to release the results of all candidates who sat for the exam, regardless of their age or performance. The only acceptable reason where JAMB can withhold o result is where there are proven cases of malpractices or irregularities.",Columns,https://thesun.ng/agony-of-uncertainty-why-jambs-malicious-withholding-of-results-must-end/
757,"Withholding the results of these so-called underage candidates without allowing them to know their scores is a gross injustice. Every candidate who sat for the exam has the right to know their performance, and JAMB’s actions have denied them this fundamental right. The board’s decision has created a sense of uncertainty and anxiety among the affected candidates, which can have long-term psychological effects on their academic and personal lives.",Columns,https://thesun.ng/agony-of-uncertainty-why-jambs-malicious-withholding-of-results-must-end/
758,"JAMB, as an examination body, ought to know and should know that releasing the results of the affected candidates would have several benefits. Knowing their scores would enable the candidates to assess their strengths and weaknesses, identify areas for improvement, and work towards better performance in future exams. Releasing results will also show transparency and accountability on the side of JAMB. Releasing the results would demonstrate JAMB’s commitment to transparency and accountability, which are essential for building trust in the examination process, especially now that the board is in the eyes of the storm.",Columns,https://thesun.ng/agony-of-uncertainty-why-jambs-malicious-withholding-of-results-must-end/
759,"If JAMB releases the results of these underage candidates, it would have fulfilled its mandate and reduced anxiety and uncertainty among the anxious candidates. By releasing the results, JAMB would alleviate the anxiety and uncertainty that the candidates are currently experiencing, allowing them to plan their next steps with confidence.",Columns,https://thesun.ng/agony-of-uncertainty-why-jambs-malicious-withholding-of-results-must-end/
760,"JAMB must understand that, as a board, it is not an island and that there are consequences for bad behaviour. The consequences of withholding the results of the affected candidates could be severe, including loss of trust in the examination process. JAMB’s actions could erode the trust and confidence that candidates and the general public have in the examination process, leading to widespread disillusionment and discontent. The prolonged uncertainty and anxiety caused by withholding the results have already caused severe psychological trauma, which could have long-term effects on the mental health and well-being of the affected candidates. A victim who reached out to me to voice out her frustration was crying and sobbing, the same question, ‘what kind of country is this?’ If an examination body breaks the hearts of children and makes them question the kind of country they have, which will deny them their basic right, then I fear for the future of Nigeria.",Columns,https://thesun.ng/agony-of-uncertainty-why-jambs-malicious-withholding-of-results-must-end/
761,"I dare say that if JAMB fails to release the withheld results of these profiled underage candidates, it may face legal action from the affected candidates and their families, which could lead to costly litigation and damage to the board’s reputation.",Columns,https://thesun.ng/agony-of-uncertainty-why-jambs-malicious-withholding-of-results-must-end/
762,"I therefore strongly demand that JAMB release the withheld results immediately. The board has a responsibility to treat all candidates fairly and with dignity, regardless of their age or performance. Withholding the results of innocent candidates just because they are underage is not only unjust but also inhumane. I urge JAMB to reconsider its decision and release the results of all candidates who sat for the exam.",Columns,https://thesun.ng/agony-of-uncertainty-why-jambs-malicious-withholding-of-results-must-end/
763,"I believe that the affected candidates have a basic right to know their scores, and JAMB’s actions are a clear breach of this basic right. Together with affected parents who may be willing to follow this cause to a logical conclusion, we will pursue all available legal avenues to ensure that JAMB releases the results and treats the candidates with the dignity and respect they deserve. Failure to do so will result in legal action, and we will not rest until justice is served",Columns,https://thesun.ng/agony-of-uncertainty-why-jambs-malicious-withholding-of-results-must-end/
764,"AareAfe Babalola, SAN, a name synonymous with legal eminence in Nigeria, embodies the very essence of what it means to think like a lawyer. At an age when many would have long retired, the nonagenarian founder of Afe Babalola University, Ado-Ekiti (ABUAD) still exudes the sharp intellect and strategic brilliance that have defined his illustrious career. Described by many as a “lawyer’s lawyer,” his insights, gleaned from decades of courtroom battles and the mentorship of legal giants, offer a masterclass in the art of legal thinking.",Columns,https://thesun.ng/100-famous-lawyers-afe-babalola-art-of-legal-thinking/
765,"Preparation, preparation, preparation",Columns,https://thesun.ng/100-famous-lawyers-afe-babalola-art-of-legal-thinking/
766,"Drawing from his vast experience, Afe Babalola emphasises that the bedrock of legal success lies in relentless preparation. This isn’t merely skimming through case files; it’s a deep, immersive engagement with every facet of the case, leaving no stone unturned. As he states unequivocally, “A lawyer who does not prepare his case is preparing to fail woefully in court.” This meticulous approach is not just about understanding one’s own arguments but also anticipating and dissecting the opponent’s strategy.",Columns,https://thesun.ng/100-famous-lawyers-afe-babalola-art-of-legal-thinking/
767,"Afe Babalola, the Law",Columns,https://thesun.ng/100-famous-lawyers-afe-babalola-art-of-legal-thinking/
768,Play the devil’s advocate,Columns,https://thesun.ng/100-famous-lawyers-afe-babalola-art-of-legal-thinking/
769,"Babalola’s unique approach to preparation involves a crucial element of empathy and strategic foresight. He explains, “As a rule, I never feel comfortable until I have prepared my case and prepared the case of the defence as well. I put myself in a position where I say: ‘What if I was the lawyer for the other side? What would be my argument on this?’ So I always prepare my case and the case of the defence. That has always been my strategy.” This proactive “devil’s advocate” approach allows him to identify potential weaknesses in his own case and preemptively dismantle the opposition’s arguments. It’s about seeing the legal landscape from multiple vantage points, a hallmark of sophisticated legal thinking.",Columns,https://thesun.ng/100-famous-lawyers-afe-babalola-art-of-legal-thinking/
770,"This exhaustive preparation often leads to a level of mastery where Babalola can even critique the authorities cited by opposing counsel, pointing out omissions or misinterpretations to the presiding judge. This demonstrates not just thoroughness but a profound understanding of legal precedent and its nuanced application. In high-stakes litigation, such as the presidential election petition he handled for President Obasanjo, this meticulousness proved invaluable. Recalling a night where he single-handedly reviewed the team’s strategy, working until dawn, he underscores the importance of individual critical thinking even within a team. His independent analysis ultimately proved decisive in securing victory.",Columns,https://thesun.ng/100-famous-lawyers-afe-babalola-art-of-legal-thinking/
771,Turning cross-examination into an art,Columns,https://thesun.ng/100-famous-lawyers-afe-babalola-art-of-legal-thinking/
772,"Beyond preparation, Afe Babalola stresses the significance of cross-examination as a tool for uncovering truth and building one’s case. He aptly quotes Proverbs 18:17, highlighting how the initial presentation of a case can be compelling, but effective questioning can dismantle even the most persuasive testimony. For Babalola, cross-examination is not just about challenging a witness; it’s an art form, a strategic dance of questions designed to elicit admissions and expose inconsistencies.",Columns,https://thesun.ng/100-famous-lawyers-afe-babalola-art-of-legal-thinking/
773,"He illustrates this with a case involving a land dispute, where his incisive questioning of the plaintiff’s witness revealed a crucial link to his client’s family, effectively undermining the plaintiff’s claim of possession. He emphasises the importance of knowing the facts of one’s own client’s case intimately, as this knowledge forms the foundation for effective cross-examination. Furthermore, he highlights the strategic use of leading questions – those prompting a “yes” or “no” answer – to guide the witness and control the narrative.",Columns,https://thesun.ng/100-famous-lawyers-afe-babalola-art-of-legal-thinking/
774,"However, Babalola cautions against reckless or irrelevant questioning, emphasising that cross-examination should primarily serve to test the witness’s credibility or advance the case at hand. He credits his mentor, Honourable Justice Olu Ayoola, for instilling in him the nuances of this crucial skill, alongside the legendary Rotimi Williams, underscoring the importance of learning from experienced practitioners. His ability to “weave questions around the witness so much so that he won’t even know when he had already made admission” speaks to a mastery honed over years of practice.",Columns,https://thesun.ng/100-famous-lawyers-afe-babalola-art-of-legal-thinking/
775,"The anecdote of cross-examining a vassal king during the Alaafin of Oyo supremacy case reveals another dimension of Babalola’s strategic thinking: understanding human psychology and courtroom dynamics. Recognising the traditional reverence for royalty, he strategically challenged the king’s demeanour in court, asserting the primacy of the legal setting. While the judge intervened, the instance highlights Babalola’s willingness to push boundaries and assert his authority as an advocate.",Columns,https://thesun.ng/100-famous-lawyers-afe-babalola-art-of-legal-thinking/
776,"Age and experience, Babalola asserts, are invaluable assets in the legal profession. The accumulation of case knowledge and the understanding of legal precedents are crucial for effective legal thinking. His chambers’ extensive library, housing law reports from across the globe, underscores his belief that “there is no case on earth where there was no precedent.” This necessitates continuous learning and a commitment to research, treating every case, regardless of its size, with the same level of diligence.",Columns,https://thesun.ng/100-famous-lawyers-afe-babalola-art-of-legal-thinking/
777,"Furthermore, Babalola emphasises the critical role of truthfulness from the client. He warns against clients who attempt to present a skewed version of the facts, as this can severely undermine the lawyer’s ability to build a sound defence. The Ibadan case where his client denied being present at an assault, only for photographic evidence to prove otherwise, serves as a stark reminder of the importance of honest disclosure.",Columns,https://thesun.ng/100-famous-lawyers-afe-babalola-art-of-legal-thinking/
778,Master your case!Have dominus litis!,Columns,https://thesun.ng/100-famous-lawyers-afe-babalola-art-of-legal-thinking/
779,"Beyond technical skills, Afe Babalola highlights the importance of dominus litis – the lawyer’s mastery over their case. This involves a deep understanding of the facts, meticulous preparation, and a confident command of the courtroom proceedings. He also stresses the importance of respect for the judge and colleagues, recognizing the human element in the judicial process.",Columns,https://thesun.ng/100-famous-lawyers-afe-babalola-art-of-legal-thinking/
780,"His decision to remain based in Ibadan despite his national prominence speaks to a groundedness and a belief in his own capabilities, irrespective of location. The anecdote of Gbenga Oyebode acknowledging Babalola as his mentor, citing his ability to “control litigation in Lagos” from Ibadan, underscores the power of skill and reputation transcending geographical boundaries.",Columns,https://thesun.ng/100-famous-lawyers-afe-babalola-art-of-legal-thinking/
781,"In reflecting on what makes a good lawyer, Babalola emphasizes quality education, a broad knowledge base, excellent command of language, respectfulness, trustworthiness, confidence, industriousness, and kindness, including pro bono work. His own practice’s emphasis on fair compensation for junior lawyers and a profit-sharing model fosters loyalty and a collaborative environment.",Columns,https://thesun.ng/100-famous-lawyers-afe-babalola-art-of-legal-thinking/
782,"The story of the Mobil case, where he secured a multi-million dollar victory after initially being deemed too expensive, showcases his confidence in his abilities and the value of his expertise. He understands his worth and isn’t afraid to demand it, a trait born from a proven track record of success.",Columns,https://thesun.ng/100-famous-lawyers-afe-babalola-art-of-legal-thinking/
783,Conclusion,Columns,https://thesun.ng/100-famous-lawyers-afe-babalola-art-of-legal-thinking/
784,"Ultimately, for Afe Babalola, thinking like a lawyer is a multifaceted endeavour. It demands an unwavering commitment to preparation, a strategic and analytical mind capable of dissecting arguments from multiple perspectives, a mastery of cross-examination as a tool for truth-seeking, a deep understanding of legal precedent, and an unwavering commitment to the client’s truth. It is a blend of intellectual rigour, strategic foresight, and an understanding of human nature, all honed by experience and guided by a profound respect for the law. His enduring legacy is not just in the cases he has won but in the principles he embodies and the wisdom he imparts on how to truly think like a lawyer.",Columns,https://thesun.ng/100-famous-lawyers-afe-babalola-art-of-legal-thinking/
785,"Allis indeed not well with the Joint Admissions and Matriculation Board (JAMB) following the shoddy conduct of the 2025 Unified Tertiary Matriculation Examination (UTME), in which over 1.5million candidates scored less than 200 points. Only 420,415 candidates scored above 200 points, with 4,756 of them scoring above 320 points while 2,031 candidates (0.10 %) scored below 100 points. About 73,441 (3.76%) scored 250 to 299; 334,560 candidates (17.11%) scored 200 to 249; 983,187 candidates (50.29%) scored 160 to 199; 488,197 candidates (24.97%) scored 140 to159; 57,417 candidates (2.94%) scored 120 to 139 and 3,820 candidates (0.20%) scored 100 to119. Unfortunately, a 19-year old female candidate reportedly committed suicide over the poor UTME result in Lagos State.",Columns,https://thesun.ng/jamb-and-its-travails/
786,"The mass failure in JAMB examination has expectedly attracted national outrage with students, parents and groups warming up to sue the national examination body over what they described as negligence. The Minister of Education, Tunji Alausa, had explained the mass failure as showing that JAMB strategy of checking examination malpractice is indeed working. Former governor of Anambra State and the 2023 presidential candidate of Labour Party, Mr. Peter Obi, had expressed deep concern and described the situation as a reflection of Nigeria’s deteriorating education system.",Columns,https://thesun.ng/jamb-and-its-travails/
787,"While JAMB was initially rationalizing and explaining away the mass failure in the UTME examination, many stakeholders strongly believed that something was wrong with the conduct of the examination considering the zonal pattern of mass failure, which affected mostly candidates from the South-East region and Lagos State zone. The President of Congress of University Academics (CONUA), Dr. Niyi Sunmonu, said the performance index reveals a deep rooted crisis in our educational system.",Columns,https://thesun.ng/jamb-and-its-travails/
788,"He also pointed out that the limited number of high performers and the overwhelming concentration of candidates in the lower score brackets indicate widespread issues in a number of deliverables like curriculum delivery, teacher quality, equitable access to quality education and mastery of Computer Based Test (CBT) procedures by students. According to him, the data present to all of us a sobering reflection of the state of our national basic and secondary education system.",Columns,https://thesun.ng/jamb-and-its-travails/
789,"Similarly, the founder of Exam Ethics Marshall International (EEMI), Ike Onyechere, said the outcome was not surprising and noted that the mass failure had exposed the deep-rooted problems in the nation’s education system. The outcome of the 2025 UTME has also underscored the rot in JAMB as well.",Columns,https://thesun.ng/jamb-and-its-travails/
790,"Following the review of the UTME result, the Registrar of JAMB, Prof. Ishaq Oloyede, did the right thing on Wednesday by publicly admitting error in the conduct of the UTME. He said the 2025 UTME was marred by technical glitches in Lagos and Owerri zones. He also admitted that the technical errors affected the credibility of the 2025 UTME. Oloyede also apologized to students, parents and others affected by the technical glitches. He wept and showed remorse and accepted full responsibility. The JAMB Registrar has demonstrated that he was pained by the error or ‘sabotage’ in the 2025 UTME.",Columns,https://thesun.ng/jamb-and-its-travails/
791,"Beyond accepting responsibility over the poor 2025 UTME result, Oloyede should address the rot in JAMB. The outcome of the 2025 UTME is just one of them. JAMB was established in 1978 to address the rot in the university admission process by each university then. Before the emergence of JAMB, there were glaring cases of admission racketeering with some candidates gaining multiple admissions and the sale of lucrative courses slots to wealthy candidates.",Columns,https://thesun.ng/jamb-and-its-travails/
792,"Many decades after the advent of JAMB, the rot is still there. Although Oloyede has done his best to clean the Augean stable in the examination body, there are still a lot to be done. Oloyede has done so much to make JAMB a major revenue earner while the quality of test and conduct of UTME is deteriorating. In the first place, JAMB ought not to be a revenue generating agency. It is an examination body for admitting students into the university and other tertiary institutions.",Columns,https://thesun.ng/jamb-and-its-travails/
793,"JAMB should concentrate on how to better the conduct of the examination and the admission process into the universities and other higher institutions. The JAMB’s emphasis on generating more revenue has robbed it of the energy to deliver quality UTME hence the mass failure recorded in the 2025 UTME. JAMB must work hard to stop the corruption in the admission process in many universities especially for lucrative and prestigious courses such as medicine, nursing, pharmacy, law, some engineering courses and public health.",Columns,https://thesun.ng/jamb-and-its-travails/
794,Some of these courses are reportedly sold to the highest bidders in most of the public universities every admission season. It can also happen in some private universities as well. Some cough out up to N1million or N2 million for some of these courses and parents pay dearly to procure such admissions. It could be more in some of these universities. Going back to the old admission system where each university is in charge will likely worsen the situation. What JAMB must do now is to sit down and review the admission process in public and private universities where admission to these courses is riddled with monumental corruption.,Columns,https://thesun.ng/jamb-and-its-travails/
795,"Despite the advent of JAMB, it has not stopped admission racketeering. Clever Nigerians still procure admissions with money even if they passed for such courses. JAMB should intentionally overhaul its conduct of UTME in terms of timing, allocation of candidates to centres and the timeframe for the purchase of JAMB form, mock exam and the period for the real conduct of the exam. JAMB should stop fixing examination for 6.30 am. JAMB should cancel the 6.30 am exams. It is unnerving for many of the candidates who were posted to CBT centres very far from their homes.",Columns,https://thesun.ng/jamb-and-its-travails/
796,Let JAMB address the technical glitches in many of its centres where the computers are obsolete and servers cannot work effectively and the assigning of wrong test questions to some candidates. The test must be reliable and predictable. It must reflect the age and experience of the candidates. The UTME should not be above West African School Certificate O’Level experience. Is JAMB aware of some ‘miracle’ CBT centres across the country where the owners or administrators of such immoral centres dictate answers to UTME candidates?,Columns,https://thesun.ng/jamb-and-its-travails/
797,"The government should also overhaul the nation’s education system and our education policy in line with the expectations of the learners and the government. Do we want to produce students who will effectively compete with their peers the world over or students who will depend solely on copy and paste to achieve success? Parents should decide what exactly they really want from their children. Parents should stop registering their children in miracle centres for UTME, WASSCE, NECO and other examinations.",Columns,https://thesun.ng/jamb-and-its-travails/
798,"They should allow their children to study hard and pass the examination on their effort alone. Children should not be rushed through primary and secondary schools and even universities. The rush is unnecessary and unhelpful. There is even no need to rush them. Let them grow and mature at their own pace and face life on their own terms. The mass failure in the 2025 UTME is a lesson for all of us. Let JAMB remedy the situation forthwith as it has promised to do. JAMB must do everything humanly possible to avert such system failures in future examinations. Not less than 379,997 candidates will sit for fresh UTME in five states of the South-East region and Lagos State.",Columns,https://thesun.ng/jamb-and-its-travails/
799,"Intoday’s digital landscape, the lines between genuine activism, performative outrage and sheer misinformation have become disturbingly blurred. Social media, once a promising tool for civic engagement and accountability, has morphed into a toxic battleground dominated not by thoughtful discourse but by sensationalism, tribalism and a troubling lack of intellectual rigour.",Columns,https://thesun.ng/activism-our-toxic-social-media-climate/
800,"The distinction between true activists and a swelling tribe of self-proclaimed influencers and semi-educated agitators is becoming harder to make. These individuals flood the digital space with ill-considered posts, half-baked opinions, and emotionally charged rhetoric, often with little understanding of the issues they claim to champion. They ride on trending hashtags not out of sincere concern but for clout, likes, and social currency. In this noisy environment, the substance is drowned by spectacle.",Columns,https://thesun.ng/activism-our-toxic-social-media-climate/
801,"Adding fuel to this fire are failed politicians, desperate for relevance, and paid propagandists whose sole agenda is to destabilise the public sphere. Together, they manufacture outrage, distort facts, and make reckless pronouncements on weighty national matters. Their utter disregard for nuance or consequence is alarming, especially given the fragile state of national unity in Nigeria. These online campaigns, rife with conspiracy theories, doctored footage, and unverified allegations, pose a significant threat to our collective cohesion.",Columns,https://thesun.ng/activism-our-toxic-social-media-climate/
802,"One of the most alarming developments is the persistent vilification of public figures, particularly those who are socially or politically exposed. Fake news and defamatory narratives are freely circulated under the guise of “freedom of expression.” Reputations are dragged through the mud with impunity, and sacred legal principles, such as the presumption of innocence and the laws of libel, are trampled upon without a second thought.",Columns,https://thesun.ng/activism-our-toxic-social-media-climate/
803,"Even the judiciary, once considered a last bastion of order and balance, is not spared. When court judgments fail to favour certain individuals or groups, particularly litigants who have lost patience or political favour, judges are instantly branded as corrupt. These allegations are made with little or no evidence—just raw emotion and social media mob approval. The sanctity of the judicial process is thereby undermined, and the long-term consequences of this erosion of faith in our courts are nothing short of dangerous.",Columns,https://thesun.ng/activism-our-toxic-social-media-climate/
804,"A key example of the harm caused by this toxic environment is the current trend of political defections. While cross-carpeting is not a new phenomenon in Nigerian politics, and in many ways reflects the fluid nature of party loyalty in our system, it is now being used as a cudgel to inflame ethnic tensions and regional animosities. Unscrupulous bloggers, influencers, and even respected television talk show guests have turned every political realignment into an opportunity to sow discord, distort intentions, and stoke pre-election hysteria ahead of the 2027 general elections.",Columns,https://thesun.ng/activism-our-toxic-social-media-climate/
805,"The Natasha/Akpabio controversy is another telling case. Despite being a subject of active litigation, it continues to fuel media skirmishes across social platforms. This violates long-standing legal norms which prohibit public commentary on matters sub judice. Yet the principle of restraint, which should guide responsible journalism and activism, is routinely ignored in the rush to go viral.",Columns,https://thesun.ng/activism-our-toxic-social-media-climate/
806,"Meanwhile, the media and public discourse are failing to address what truly matters: the performance of our elected officials. As we approach the crucial midterm point of President Bola Tinubu’s administration, discussions should centre around accountability, governance outcomes, and the tangible dividends of democracy. Instead, the national conversation is being hijacked by gossip, ethnic posturing, and the fevered plotting of how to unseat a sitting president three years before the next general elections.",Columns,https://thesun.ng/activism-our-toxic-social-media-climate/
807,"Similarly, the ongoing political quarrel between former Rivers State Governor Nyesom Wike and his successor, Governor Sim Fubara, continues to be sensationalised far beyond its actual impact on national politics. While the matter is already before the courts, it remains a hot topic in public discourse. Rather than allow the legal process or a political resolution to take its course, media and online commentators keep stoking the flames. This kind of persistent muscle-flexing has yielded no progress since the crisis began and serves only to distract from more pressing governance challenges.",Columns,https://thesun.ng/activism-our-toxic-social-media-climate/
808,"In all of this, we must not lose sight of what responsible civic engagement should look like. Real activism demands clarity, integrity and a commitment to truth. It is not the amplification of every rumour, nor the mindless bashing of institutions. As a nation, we must rise above the noise and resist the pull of digital toxicity. Our democracy depends on it.",Columns,https://thesun.ng/activism-our-toxic-social-media-climate/
